"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Materials/M_Sconce_Mount.M_Sconce_Mount","49","30","1","1","0.000000","0","286"
"/Game/Materials/M_Seat_Cushions.M_Seat_Cushions","49","30","1","1","0.000000","0","286"
"/Game/Materials/M_Sconce_LightCaps.M_Sconce_LightCaps","49","30","1","1","0.000000","0","286"
"/Game/Materials/M_Placemat.M_Placemat","49","18","1","1","0.000000","0","117"
"/Game/Materials/M_Napkin.M_Napkin","49","18","1","1","0.000000","0","117"
"/Game/Materials/M_Metal_Base.M_Metal_Base","49","30","1","1","0.000000","0","286"
"/Game/Materials/M_Metal_Scratched_Base.M_Metal_Scratched_Base","49","42","1","1","0.000000","0","588"
"/Game/Materials/M_Metal_RoseGold.M_Metal_RoseGold","49","42","1","1","0.000000","0","653"
"/Game/Materials/M_GoldMetal.M_GoldMetal","49","30","1","1","0.000000","0","338"
"/Game/Materials/M_Metal_Darkened_Silver.M_Metal_Darkened_Silver","49","42","1","1","0.000000","0","676"
"/Game/Materials/M_Marble_White.M_Marble_White","49","30","1","1","0.000000","0","338"
"/Game/Materials/M_Marble_Purple.M_Marble_Purple","49","30","1","1","0.000000","0","338"
"/Game/Materials/M_Marble_Black.M_Marble_Black","49","30","1","1","0.000000","0","338"
"/Game/Materials/M_LoveNoteBase.M_LoveNoteBase","49","30","1","1","12.934879","0","371"
"/Game/Materials/M_Lounge_Wall_Window.M_Lounge_Wall_Window","49","30","1","1","13.256290","0","300"
"/Game/Materials/M_Lounge_Wall.M_Lounge_Wall","49","30","8","1","12.727243","0","343"
"/Game/Materials/M_Lounge_Floor.M_Lounge_Floor","49","30","1","1","0.000000","0","409"
"/Game/Materials/M_Lever.M_Lever","49","30","1","1","0.000000","0","338"
"/Game/Materials/M_HeartPickup_Outside.M_HeartPickup_Outside","49","30","1","1","0.000000","0","373"
"/Game/Materials/M_HeartPickup_Center.M_HeartPickup_Center","49","30","1","1","0.000000","0","373"
"/Game/Materials/M_Hall_Wall_Window_Small.M_Hall_Wall_Window_Small","49","30","1","1","0.000000","0","360"
"/Game/Materials/M_Hall_Wall_Window.M_Hall_Wall_Window","49","30","1","1","0.000000","0","357"
"/Game/Materials/M_Hall_Wall.M_Hall_Wall","49","30","1","1","0.000000","0","357"
"/Game/Materials/M_Hall_Floor.M_Hall_Floor","49","30","1","1","0.000000","0","357"
"/Game/Materials/M_Gramaphone_Support.M_Gramaphone_Support","49","18","1","1","0.000000","0","135"
"/Game/Materials/M_Gramaphone_StandSupports.M_Gramaphone_StandSupports","49","18","1","1","0.000000","0","135"
"/Game/Materials/M_Gramaphone_StandMetal.M_Gramaphone_StandMetal","49","18","1","1","0.000000","0","135"
"/Game/Materials/M_Gramaphone_StandBase.M_Gramaphone_StandBase","49","18","1","1","0.000000","0","145"
"/Game/Materials/M_Gramaphone_RecordStand.M_Gramaphone_RecordStand","49","18","1","1","0.000000","0","145"
"/Game/Materials/M_Gramaphone_Needle.M_Gramaphone_Needle","49","18","1","1","0.000000","0","145"
"/Game/Materials/M_Gramaphone_Horn.M_Gramaphone_Horn","49","18","1","1","0.000000","0","145"
"/Game/Materials/M_Glass_Purple.M_Glass_Purple","49","30","1","1","0.000000","0","355"
"/Game/Materials/M_Glass_Pink.M_Glass_Pink","49","30","1","1","0.000000","0","355"
"/Game/Materials/M_Glass_Green.M_Glass_Green","49","30","1","1","0.000000","0","355"
"/Game/Materials/M_Glass_Base.M_Glass_Base","49","64","1","1","33.300709","0","1754"
"/Game/Materials/M_Fork.M_Fork","49","18","1","1","0.000000","0","145"
"/Game/Materials/M_FoodCart_Wheel.M_FoodCart_Wheel","49","30","1","1","0.000000","0","355"
"/Game/Materials/M_FoodCart_Handle.M_FoodCart_Handle","49","30","1","1","0.000000","0","378"
"/Game/Materials/M_FoodCart_Cart.M_FoodCart_Cart","49","30","1","1","0.000000","0","378"
"/Game/Materials/M_Fabric_Gold.M_Fabric_Gold","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_Fabric_WhitePink.M_Fabric_WhitePink","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_Engine_Window.M_Engine_Window","49","51","1","1","19.446138","0","1139"
"/Game/Materials/M_Engine_Desk.M_Engine_Desk","49","30","1","1","12.151689","0","443"
"/Game/Materials/M_Doorframe_5_Open.M_Doorframe_5_Open","49","18","3","1","0.000000","0","143"
"/Game/Materials/M_Doorframe_5_Close.M_Doorframe_5_Close","49","30","8","1","0.000000","0","389"
"/Game/Materials/M_Doorframe_4_Open.M_Doorframe_4_Open","49","18","3","1","0.000000","0","143"
"/Game/Materials/M_Doorframe_4_Close.M_Doorframe_4_Close","49","30","8","1","0.000000","0","389"
"/Game/Materials/M_Doorframe_3_Open.M_Doorframe_3_Open","49","18","3","1","0.000000","0","143"
"/Game/Materials/M_Doorframe_3_Close.M_Doorframe_3_Close","49","30","2","1","12.721857","0","428"
"/Game/Materials/M_Doorframe_2_Open.M_Doorframe_2_Open","49","18","3","1","0.000000","0","143"
"/Game/Materials/M_Doorframe_2_Close.M_Doorframe_2_Close","49","30","8","1","0.000000","0","417"
"/Game/Materials/M_Door.M_Door","49","18","1","1","6.902491","0","172"
"/Game/Materials/M_Dining_Wall_Window.M_Dining_Wall_Window","49","30","1","1","0.000000","0","357"
"/Game/Materials/M_Dining_Wall.M_Dining_Wall","49","30","1","1","0.000000","0","357"
"/Game/Materials/M_Dining_Floor.M_Dining_Floor","49","30","1","1","12.283329","0","424"
"/Game/Materials/M_Dining_Ceiling.M_Dining_Ceiling","49","30","1","1","0.000000","0","384"
"/Game/Materials/M_Counter.M_Counter","49","30","1","1","12.736717","0","410"
"/Game/Materials/M_CleaningBot_Rubber.M_CleaningBot_Rubber","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_CleaningBot_Metal.M_CleaningBot_Metal","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_CleaningBot_Electrical.M_CleaningBot_Electrical","49","33","1","1","13.800160","0","484"
"/Game/Materials/M_CleaningBot_Dustpan.M_CleaningBot_Dustpan","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_CleaningBot_Broom.M_CleaningBot_Broom","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_Chocolate_Brown.M_Chocolate_Brown","49","18","1","1","0.000000","0","145"
"/Game/Materials/M_Ceiling_Window.M_Ceiling_Window","49","51","2","1","19.420343","0","1094"
"/Game/Materials/M_ButterKnife.M_ButterKnife","49","18","1","1","7.088680","0","144"
"/Game/Materials/M_Burlap_Purple.M_Burlap_Purple","49","30","1","1","0.000000","0","406"
"/Game/Materials/M_Bedroom_Wall_Window.M_Bedroom_Wall_Window","49","30","1","1","0.000000","0","384"
"/Game/Materials/M_Bedroom_Wall.M_Bedroom_Wall","49","30","1","1","0.000000","0","384"
"/Game/Materials/M_Bedroom_Floor.M_Bedroom_Floor","49","30","1","1","0.000000","0","384"
"/Game/Materials/M_Bathroom_Wall_Window.M_Bathroom_Wall_Window","49","30","1","1","0.000000","0","384"
"/Game/Materials/M_Bathroom_Wall.M_Bathroom_Wall","49","30","1","1","0.000000","0","443"
"/Game/Materials/M_Bathroom_Floor.M_Bathroom_Floor","49","30","1","1","0.000000","0","384"
"/Game/Materials/M_RGB.M_RGB","49","30","5","1","12.389504","0","427"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","24","1","1","6.541945","0","247"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","49","30","1","1","12.344190","0","416"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","49","40","1","1","21.857784","0","769"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","49","30","1","1","12.095613","0","465"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","49","12","1","1","4.143425","0","89"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","58","1","1","21.655893","0","1492"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","49","30","1","1","12.331697","0","324"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","49","30","1","1","12.246803","0","413"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","49","30","1","1","12.813430","0","443"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","49","30","1","1","12.077205","0","319"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","30","1","1","12.007394","0","465"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","49","30","1","1","12.457118","0","374"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","30","1","1","12.564196","0","414"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","30","2","1","12.754616","0","492"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","30","1","1","12.508772","0","475"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","49","30","1","1","12.651952","0","466"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","49","30","1","1","12.224674","0","472"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","30","1","1","12.509361","0","450"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","30","2","1","12.112006","0","436"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","42","4","1","16.449467","0","777"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","30","1","1","12.120542","0","354"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","30","1","1","12.519981","0","438"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","30","1","1","12.148673","0","291"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","30","1","1","11.909919","0","348"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","30","1","1","12.435650","0","379"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","30","1","1","12.482550","0","313"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","30","1","1","12.296898","0","324"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","30","1","1","12.040191","0","426"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","30","1","1","12.052150","0","439"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","12","1","1","4.409152","0","89"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","49","76","6","1","26.003109","0","1847"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","49","30","1","1","11.946603","0","370"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","12","1","1","4.237079","0","89"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","49","30","1","1","12.282361","0","360"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","49","30","1","1","13.074791","0","442"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","49","30","1","1","12.608123","0","447"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","49","30","1","1","11.940068","0","307"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","49","30","1","1","14.346325","0","311"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","49","30","2","1","13.407019","0","355"
"/Game/Materials/M_FancyGlass.M_FancyGlass","49","42","8","1","22.832565","0","724"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","49","30","1","1","13.005622","0","414"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","49","30","1","1","12.021753","0","437"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","30","1","1","12.330354","0","344"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","49","30","1","1","12.513976","0","341"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","49","51","2","1","19.373749","0","1182"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","18","2","1","5.544681","0","186"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","30","1","1","12.586750","0","426"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","30","2","1","12.911559","0","451"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","30","6","1","12.696306","0","395"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","30","1","1","12.518556","0","425"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","30","1","1","12.773703","0","405"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","1.486924","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","48","3","1","12.385043","0","1031"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","49","30","1","1","12.361030","0","369"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","30","7","1","12.753379","0","384"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","1.754862","0","26"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","49","30","1","1","13.108354","0","379"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","30","1","1","11.864111","0","446"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","15","1","1","5.360656","0","134"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","30","1","1","12.585173","0","424"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","49","30","1","1","12.227386","0","437"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","15","1","1","0.000000","0","134"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","14","3","2","5.580660","0","66"
"/Game/Materials/M_Water.M_Water","49","49","2","1","100.373482","0","931"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","1","1","2.808761","0","34"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","49","14","2","2","6.133751","0","66"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","49","60","2","2","13.685532","0","952"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","1","1","8.331860","0","151"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","71","2","1","50.046104","0","2053"
"/Game/StarterContent/FPWeapon/Materials/M_FPGun.M_FPGun","49","62","9","1","20.396952","0","1769"
"/Game/Materials/M_Gramaphone_Record.M_Gramaphone_Record","49","18","1","1","0.000000","0","144"
"/Game/Materials/M_Gramaphone_Record_Spinning.M_Gramaphone_Record_Spinning","49","18","1","1","7.516940","0","175"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","49","30","1","1","13.071486","0","463"
"/Game/StarterContent/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","64","62","2","28.153610","0","166"
"/Game/StarterContent/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","90","32","3","48.398895","0","867"
"/Game/Niagara/EndLevel_Fog/M_SmokeJCS.M_SmokeJCS","49","44","11","1","22.592976","0","896"
"/Interchange/gltf/M_Unlit.M_Unlit","49","83","11","6","31.544321","0","796"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","70","8","1","35.921268","0","2054"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","102","2","1","61.658562","0","3430"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","163","7","6","81.593658","0","1974"
"/Interchange/gltf/M_Transmission.M_Transmission","49","58","6","2","130.136017","0","582"
"/Interchange/gltf/M_Sheen.M_Sheen","49","163","10","6","89.032043","0","1987"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","163","16","6","91.725998","0","1785"
"/Interchange/gltf/M_Default.M_Default","49","163","24","6","83.925491","0","1403"
"","49","1","0","1","0.000000","1","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","48","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","102","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","907","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","35","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","6","1","0.000000","0","0"
